    x         y
    233681    802146
    233682    300234
    233684    300622
    233684    300659
    233685    300520
    233685    300343
    233687    300873
    233689    300871
    233690    300146
    233690    301054
    233690    300390
    233690    300558
    233691    300957
    233691    300439
    233692    300177
    233693    300236
    233693    300593
    233695    300266
    233696    300807
    233696    300267
    233698    300278
    233698    300298
    233699    300852
    233699    300803
    233700    300676
    233700    300445
    233701    300471
    233701    300624
    233703    300577
    233704    300541
    233704    300767
    233704    300717
    233704    300511
    233705    300135
    233706    300630
    233706    300094
    233706    300701
    233708    300945
    233709    300469
    233710    300010
    233712    300699
    233713    300378
    233713    300694
    233713    300831
    233713    300323
    233714    803862
    233715    300580
    233715    300473
    233716    300505
    233716    300585
    233717    300310
    233717    300482
    233719    300400
    233719    300368
    233719    301016
    233723    300547
    233723    300191
    233724    300629
    233724    300612
    233725    300660
    233725    821599
    233726    300685
    233727    300465
    233727    300641
    233728    300509
    233728    300748
    233729    300296
    233731    300677
    233731    300597
    233732    300257
    233733    301089
    233733    300541
    233736    300348
    233736    300394
    233737    300292
    233738    300514
    233738    300551
    233739    300497
    233740    300233
    233742    300154
    233742    300683
    233743    300460
    233743    300677
    233743    300174
    233744    300836
    233746    301095
    233746    300431
    233747    300528
    233750    299981
    233751    300361
    233751    300525
    233752    300908
    233752    300376
    233754    300126
    233754    300254
    233756    300880
    233759    300439
    233760    300326
    233761    300371
    233762    300160
    233764    300727
    233765    300894
    233765    300759
    233765    299890
    233765    300967
    233765    300606
    233765    300518
    233766    300595
    233766    300765
    233766    300429
    233766    299738
    233768    300757
    233769    300811
    233769    301104
    233769    300737
    233769    300500
    233770    300236
    233770    301243
    233771    300308
    233772    300407
    233773    300381
    233774    300436
    233776    300763
    233777    300545
    233778    300369
    233778    300403
    233778    300132
    233780    300400
    233781    300690
    233783    300230
    233784    300792
    233785    300723
    233785    300773
    233785    300935
    233786    300817
    233786    300651
    233786    300212
    233786    300276
    233787    300474
    233787    300593
    233788    300746
    233788    300428
    233788    300900
    233790    300245
    233791    300422
    233791    300290
    233792    300826
    233792    300278
    233793    300748
    233794    300363
    233794    300806
    233796    300417
    233797    300549
    233797    300472
    233797    300618
    233798    300246
    233798    300358
    233800    300632
    233802    300966
    233805    300558
    233805    300226
    233806    300303
    233806    300440
    233807    300996
    233808    300587
    233808    300437
    233808    300174
    233808    300435
    233809    301020
    233809    300055
    233810    300847
    233810    300982
    233811    300344
    233811    300150
    233811    300299
    233812    300694
    233812    300786
    233813    300554
    233813    779570
    233813    300762
    233814    300446
    233814    300454
    233815    300261
    233815    300556
    233816    300832
    233816    300985
    233818    300670
    233819    300680
    233820    300517
    233821    301134
    233822    300654
    233822    300860
    233822    300817
    233824    300795
    233824    801325
    233824    300625
    233825    300341
    233825    300691
    233827    300313
    233828    300693
    233829    300925
    233830    300335
    233831    300572
    233833    300395
    233834    300330
    233834    300068
    233834    300472
    233834    300383
    233834    300281
    233835    300446
    233836    300646
    233841    300176
    233841    300372
    233842    765478
    233843    300154
    233844    300361
    233844    300091
    233844    300299
    233847    300796
    233847    300473
    233847    300742
    233848    300737
    233848    300740
    233848    300815
    233849    300654
    233849    300382
    233850    300133
    233851    300908
    233851    300467
    233851    300649
    233851    300469
    233853    300555
    233853    300532
    233854    300374
    233855    300260
    233855    300560
    233855    300663
    233855    301135
    233857    299937
    233857    301033
    233857    300501
    233858    300394
    233859    300273
    233860    299883
    233862    300328
    233862    300213
    233862    300515
    233862    300363
    233865    300167
    233865    300857
    233865    300372
    233867    300418
    233867    300480
    233868    300734
    233868    300916
    233868    300443
    233870    300353
    233871    300053
    233871    300193
    233872    300127
    233872    300963
    233873    300548
    233874    300579
    233874    783674
    233875    300671
    233877    300691
    233877    300832
    233877    300092
    233879    300116
    233880    300116
    233880    300803
    233881    300536
    233881    300096
    233882    300982
    233882    300763
    233882    301073
    233882    300508
    233883    300350
    233883    300243
    233883    300402
    233885    300474
    233885    300016
    233885    300715
    233885    300250
    233886    300773
    233887    300672
    233887    300550
    233888    300610
    233888    300466
    233889    300209
    233889    300515
    233889    300259
    233890    300522
    233890    300428
    233890    301040
    233892    301215
    233892    300783
    233894    300591
    233894    300785
    233894    300396
    233894    300097
    233900    300623
    233900    300233
    233901    300982
    233905    300325
    233905    300854
    233906    300915
    233907    300519
    233907    300529
    233907    299838
    233908    300452
    233909    300653
    233910    300714
    233910    300889
    233910    300783
    233911    300386
    233911    300498
    233913    300320
    233914    300310
    233915    300244
    233915    300349
    233916    300536
    233919    300337
    233920    300107
    233921    300839
    233921    300904
    233924    300368
    233924    300410
    233924    300415
    233924    300315
    233925    300735
    233926    300456
    233926    300305
    233927    300989
    233927    300298
    233927    300691
    233927    300354
    233929    300732
    233929    301175
    233929    300600
    233930    300251
    233931    300430
    233931    300429
    233932    300510
    233932    300430
    233933    300481
    233933    300189
    233934    300430
    233934    300446
    233934    300812
    233934    300342
    233935    300258
    233935    300749
    233936    300158
    233936    300401
    233936    300693
    233938    300514
    233938    300505
    233939    300873
    233941    300196
    233941    300341
    233942    300357
    233942    300554
    233943    300741
    233943    299817
    233944    300621
    233944    300521
    233945    300539
    233945    300753
    233947    300034
    233948    781049
    233948    300027
    233949    300373
    233949    300566
    233950    300915
    233950    300562
    233950    300200
    233951    300445
    233952    300749
    233952    300780
    233952    300191
    233953    300691
    233953    300571
    233954    300495
    233956    784569
    233958    300309
    233959    300679
    233960    300680
    233961    300789
    233961    300581
    233961    300984
    233962    300021
    233963    300289
    233964    300685
    233965    301066
    233965    300472
    233965    300601
    233966    300978
    233968    300941
    233969    300419
